match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Burnley FC vs Manchester City FC,Burnley FC,Manchester City FC,2026-04-22 19:00:00+00:00,Home Win,0.509194016456604,21.0,0.047619047619047616,0.4615749688375564,9.693074345588684,12.116342931985855,0.509194016456604
Wolverhampton Wanderers FC vs Tottenham Hotspur FC,Wolverhampton Wanderers FC,Tottenham Hotspur FC,2026-04-25 14:00:00+00:00,Home Win,0.7463911771774292,4.25,0.23529411764705882,0.5110970595303703,2.172162503004074,16.708942330800568,0.7463911771774292
Burnley FC vs Manchester City FC,Burnley FC,Manchester City FC,2026-04-22 19:00:00+00:00,Draw,0.31109315156936646,9.8,0.1020408163265306,0.20905233524283584,2.0487128853797913,5.820207060738043,0.509194016456604
Sunderland AFC vs Nottingham Forest FC,Sunderland AFC,Nottingham Forest FC,2026-04-24 19:00:00+00:00,Home Win,0.9457205533981323,2.9,0.3448275862068966,0.6008929671912357,1.7425896048545837,22.92881059019189,0.9457205533981323
Manchester United FC vs Brentford FC,Manchester United FC,Brentford FC,2026-04-27 19:00:00+00:00,Away Win,0.599145770072937,4.1,0.24390243902439027,0.3552433310485468,1.4564976572990416,11.74594884918582,0.599145770072937
West Ham United FC vs Everton FC,West Ham United FC,Everton FC,2026-04-25 14:00:00+00:00,Home Win,0.8539887070655823,2.6,0.3846153846153846,0.4693733224501977,1.220370638370514,19.06829122453928,0.8539887070655823
Fulham FC vs Aston Villa FC,Fulham FC,Aston Villa FC,2026-04-25 11:30:00+00:00,Home Win,0.6593955755233765,2.65,0.37735849056603776,0.2820370849573387,0.7473982751369477,11.324216289953753,0.6593955755233765
Brighton & Hove Albion FC vs Chelsea FC,Brighton & Hove Albion FC,Chelsea FC,2026-04-21 19:00:00+00:00,Away Win,0.599145770072937,2.84,0.35211267605633806,0.24703309401659895,0.7015739870071411,9.5322552582492,0.599145770072937
Arsenal FC vs Newcastle United FC,Arsenal FC,Newcastle United FC,2026-04-25 16:30:00+00:00,Draw,0.28117579221725464,4.7,0.2127659574468085,0.06840983477044613,0.32152622342109693,2.1724744825749793,0.581375241279602
Crystal Palace FC vs West Ham United FC,Crystal Palace FC,West Ham United FC,2026-04-20 19:00:00+00:00,Away Win,0.42657923698425293,2.98,0.33557046979865773,0.0910087671855952,0.2712061262130737,3.4243197754175974,0.42657923698425293
Liverpool FC vs Crystal Palace FC,Liverpool FC,Crystal Palace FC,2026-04-25 14:00:00+00:00,Home Win,0.7463911771774292,1.51,0.6622516556291391,0.08413952154829007,0.1270506775379181,6.2279743891136325,0.7463911771774292
