match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Wolverhampton Wanderers FC vs Aston Villa FC,Wolverhampton Wanderers FC,Aston Villa FC,2026-02-27 20:00:00+00:00,Home Win,0.7463911771774292,4.1,0.24390243902439027,0.502488738153039,2.0602038264274594,16.614546987318224,0.7463911771774292
Sunderland AFC vs Fulham FC,Sunderland AFC,Fulham FC,2026-02-22 14:00:00+00:00,Home Win,0.9457205533981323,2.86,0.3496503496503497,0.5960702037477826,1.7047607827186584,22.91345138062713,0.9457205533981323
Crystal Palace FC vs Wolverhampton Wanderers FC,Crystal Palace FC,Wolverhampton Wanderers FC,2026-02-22 14:00:00+00:00,Away Win,0.42657923698425293,5.6,0.17857142857142858,0.24800780841282435,1.3888437271118164,7.5480637343033505,0.42657923698425293
Nottingham Forest FC vs Liverpool FC,Nottingham Forest FC,Liverpool FC,2026-02-22 14:00:00+00:00,Home Win,0.509194016456604,4.4,0.22727272727272727,0.2819212891838767,1.2404536724090578,9.120982885360718,0.509194016456604
Everton FC vs Manchester United FC,Everton FC,Manchester United FC,2026-02-23 20:00:00+00:00,Home Win,0.581375241279602,3.8,0.2631578947368421,0.31821734654275996,1.2092259168624877,10.796659971986498,0.581375241279602
Chelsea FC vs Burnley FC,Chelsea FC,Burnley FC,2026-02-21 15:00:00+00:00,Away Win,0.12627583742141724,16.0,0.0625,0.06377583742141724,1.0204133987426758,1.7006889979044597,0.7259930968284607
Aston Villa FC vs Leeds United FC,Aston Villa FC,Leeds United FC,2026-02-21 15:00:00+00:00,Away Win,0.42657923698425293,4.7,0.2127659574468085,0.21381327953744442,1.004922413825989,6.790016309635059,0.42657923698425293
Tottenham Hotspur FC vs Arsenal FC,Tottenham Hotspur FC,Arsenal FC,2026-02-22 16:30:00+00:00,Home Win,0.23893703520298004,6.4,0.15625,0.08268703520298004,0.5291970252990723,2.4499862282364457,0.5848814845085144
Crystal Palace FC vs Wolverhampton Wanderers FC,Crystal Palace FC,Wolverhampton Wanderers FC,2026-02-22 14:00:00+00:00,Draw,0.3422539234161377,4.2,0.23809523809523808,0.10415868532089961,0.4374664783477784,3.417706862092019,0.42657923698425293
Manchester City FC vs Newcastle United FC,Manchester City FC,Newcastle United FC,2026-02-21 20:00:00+00:00,Home Win,0.8539887070655823,1.54,0.6493506493506493,0.20463805771493293,0.3151426088809967,14.58993559634244,0.8539887070655823
Nottingham Forest FC vs Liverpool FC,Nottingham Forest FC,Liverpool FC,2026-02-22 14:00:00+00:00,Draw,0.31109315156936646,4.2,0.23809523809523808,0.07299791347412837,0.30659123659133913,2.395244035869837,0.509194016456604
Aston Villa FC vs Leeds United FC,Aston Villa FC,Leeds United FC,2026-02-21 15:00:00+00:00,Draw,0.3422539234161377,3.8,0.2631578947368421,0.0790960286792956,0.30056490898132315,2.683615258761814,0.42657923698425293
Brentford FC vs Brighton & Hove Albion FC,Brentford FC,Brighton & Hove Albion FC,2026-02-21 15:00:00+00:00,Home Win,0.5788708329200745,2.06,0.4854368932038835,0.09343393971619096,0.19247391581535345,4.5394791465885245,0.5788708329200745
