match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Manchester United FC vs Leeds United FC,Manchester United FC,Leeds United FC,2026-04-13 19:00:00+00:00,Away Win,0.599145770072937,6.6,0.15151515151515152,0.4476306185577855,2.954362082481384,13.189116439649037,0.599145770072937
Leeds United FC vs Wolverhampton Wanderers FC,Leeds United FC,Wolverhampton Wanderers FC,2026-04-18 14:00:00+00:00,Away Win,0.5675145983695984,6.4,0.15625,0.4112645983695984,2.6320934295654297,12.18561772946958,0.5675145983695984
Aston Villa FC vs Sunderland AFC,Aston Villa FC,Sunderland AFC,2026-04-19 13:00:00+00:00,Away Win,0.42657923698425293,5.9,0.1694915254237288,0.2570877115605241,1.5168174982070926,7.73886478677088,0.42657923698425293
Everton FC vs Liverpool FC,Everton FC,Liverpool FC,2026-04-19 13:00:00+00:00,Home Win,0.581375241279602,3.5,0.2857142857142857,0.29566095556531635,1.0348133444786072,10.348133444786072,0.581375241279602
Chelsea FC vs Manchester United FC,Chelsea FC,Manchester United FC,2026-04-18 19:00:00+00:00,Home Win,0.7259930968284607,2.36,0.42372881355932207,0.3022642832691386,0.7133437085151672,13.112935818293515,0.7259930968284607
Manchester City FC vs Arsenal FC,Manchester City FC,Arsenal FC,2026-04-19 15:30:00+00:00,Home Win,0.8539887070655823,1.88,0.5319148936170213,0.322073813448561,0.6054987692832946,17.20166958191178,0.8539887070655823
Tottenham Hotspur FC vs Brighton & Hove Albion FC,Tottenham Hotspur FC,Brighton & Hove Albion FC,2026-04-18 16:30:00+00:00,Away Win,0.5848814845085144,2.52,0.3968253968253968,0.1880560876831176,0.4739013409614563,7.794429950023953,0.5848814845085144
Crystal Palace FC vs West Ham United FC,Crystal Palace FC,West Ham United FC,2026-04-20 19:00:00+00:00,Away Win,0.42657923698425293,3.35,0.29850746268656714,0.1280717742976858,0.42904044389724727,4.564260041460077,0.42657923698425293
Aston Villa FC vs Sunderland AFC,Aston Villa FC,Sunderland AFC,2026-04-19 13:00:00+00:00,Draw,0.3422539234161377,4.1,0.24390243902439027,0.09835148439174743,0.4032410860061644,3.2519442419851967,0.42657923698425293
Nottingham Forest FC vs Burnley FC,Nottingham Forest FC,Burnley FC,2026-04-19 13:00:00+00:00,Draw,0.31109315156936646,4.5,0.2222222222222222,0.08887092934714425,0.39991918206214905,2.8565655861582075,0.509194016456604
Brentford FC vs Fulham FC,Brentford FC,Fulham FC,2026-04-18 11:30:00+00:00,Home Win,0.5788708329200745,2.16,0.4629629629629629,0.11590786995711155,0.25036099910736087,5.395711187658639,0.5788708329200745
Crystal Palace FC vs West Ham United FC,Crystal Palace FC,West Ham United FC,2026-04-20 19:00:00+00:00,Draw,0.3422539234161377,3.45,0.2898550724637681,0.05239885095236957,0.18077603578567514,1.84465342638444,0.42657923698425293
