match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Wolverhampton Wanderers FC vs Liverpool FC,Wolverhampton Wanderers FC,Liverpool FC,2026-03-03 20:15:00+00:00,Home Win,0.7463911771774292,7.0,0.14285714285714285,0.6035340343202864,4.224738240242004,17.603076001008354,0.7463911771774292
Manchester United FC vs Crystal Palace FC,Manchester United FC,Crystal Palace FC,2026-03-01 14:00:00+00:00,Away Win,0.599145770072937,6.2,0.16129032258064516,0.4378554474922919,2.7147037744522096,13.05146045409716,0.599145770072937
Wolverhampton Wanderers FC vs Aston Villa FC,Wolverhampton Wanderers FC,Aston Villa FC,2026-02-27 20:00:00+00:00,Home Win,0.7463911771774292,4.3,0.23255813953488372,0.5138330376425455,2.2094820618629454,16.73850046865868,0.7463911771774292
Burnley FC vs Brentford FC,Burnley FC,Brentford FC,2026-02-28 15:00:00+00:00,Home Win,0.509194016456604,4.8,0.20833333333333334,0.30086068312327063,1.4441312789916991,9.500863677576968,0.509194016456604
Leeds United FC vs Sunderland AFC,Leeds United FC,Sunderland AFC,2026-03-03 19:30:00+00:00,Away Win,0.5675145983695984,4.1,0.24390243902439027,0.32361215934520815,1.3268098533153532,10.700079462220591,0.5675145983695984
Brighton & Hove Albion FC vs Nottingham Forest FC,Brighton & Hove Albion FC,Nottingham Forest FC,2026-03-01 14:00:00+00:00,Away Win,0.599145770072937,3.65,0.273972602739726,0.325173167333211,1.18688206076622,11.197000573266228,0.599145770072937
Fulham FC vs Tottenham Hotspur FC,Fulham FC,Tottenham Hotspur FC,2026-03-01 14:00:00+00:00,Home Win,0.6593955755233765,2.18,0.4587155963302752,0.20067997919310127,0.43748235464096075,9.26869395425764,0.6593955755233765
Leeds United FC vs Manchester City FC,Leeds United FC,Manchester City FC,2026-02-28 17:30:00+00:00,Draw,0.2823346257209778,4.6,0.2173913043478261,0.06494332137315167,0.2987392783164977,2.0745783216423455,0.5675145983695984
Burnley FC vs Brentford FC,Burnley FC,Brentford FC,2026-02-28 15:00:00+00:00,Draw,0.31109315156936646,3.95,0.2531645569620253,0.05792859460734118,0.22881794869899752,1.9391351584660808,0.509194016456604
