match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Wolverhampton Wanderers FC vs Aston Villa FC,Wolverhampton Wanderers FC,Aston Villa FC,2026-02-27 20:00:00+00:00,Home Win,0.7463911771774292,4.0,0.25,0.4963911771774292,1.9855647087097168,16.54637257258097,0.7463911771774292
Sunderland AFC vs Fulham FC,Sunderland AFC,Fulham FC,2026-02-22 14:00:00+00:00,Home Win,0.9457205533981323,2.82,0.3546099290780142,0.5911106243201181,1.666931960582733,22.89741704097161,0.9457205533981323
Crystal Palace FC vs Wolverhampton Wanderers FC,Crystal Palace FC,Wolverhampton Wanderers FC,2026-02-22 14:00:00+00:00,Away Win,0.42657923698425293,5.7,0.17543859649122806,0.25114064049302487,1.4315016508102416,7.6143704830332,0.42657923698425293
Everton FC vs Manchester United FC,Everton FC,Manchester United FC,2026-02-23 20:00:00+00:00,Home Win,0.581375241279602,3.95,0.2531645569620253,0.3282106843175768,1.2964322030544282,10.986713585207019,0.581375241279602
Nottingham Forest FC vs Liverpool FC,Nottingham Forest FC,Liverpool FC,2026-02-22 14:00:00+00:00,Home Win,0.509194016456604,4.3,0.23255813953488372,0.2766358769217203,1.1895342707633971,9.01162326335907,0.509194016456604
Burnley FC vs Brentford FC,Burnley FC,Brentford FC,2026-02-28 15:00:00+00:00,Home Win,0.509194016456604,4.3,0.23255813953488372,0.2766358769217203,1.1895342707633971,9.01162326335907,0.509194016456604
Aston Villa FC vs Leeds United FC,Aston Villa FC,Leeds United FC,2026-02-21 15:00:00+00:00,Away Win,0.42657923698425293,4.6,0.2173913043478261,0.20918793263642682,0.9622644901275634,6.6823922925525245,0.42657923698425293
Chelsea FC vs Burnley FC,Chelsea FC,Burnley FC,2026-02-21 15:00:00+00:00,Away Win,0.12627583742141724,14.01,0.07137758743754462,0.05489824998387262,0.7691244822740555,1.4779486592506832,0.7259930968284607
Tottenham Hotspur FC vs Arsenal FC,Tottenham Hotspur FC,Arsenal FC,2026-02-22 16:30:00+00:00,Home Win,0.23893703520298004,6.4,0.15625,0.08268703520298004,0.5291970252990723,2.4499862282364457,0.5848814845085144
Crystal Palace FC vs Wolverhampton Wanderers FC,Crystal Palace FC,Wolverhampton Wanderers FC,2026-02-22 14:00:00+00:00,Draw,0.3422539234161377,4.1,0.24390243902439027,0.09835148439174743,0.4032410860061644,3.2519442419851967,0.42657923698425293
Manchester City FC vs Newcastle United FC,Manchester City FC,Newcastle United FC,2026-02-21 20:00:00+00:00,Home Win,0.8539887070655823,1.57,0.6369426751592356,0.21704603190634664,0.3407622700929642,14.945713600568606,0.8539887070655823
Aston Villa FC vs Leeds United FC,Aston Villa FC,Leeds United FC,2026-02-21 15:00:00+00:00,Draw,0.3422539234161377,3.85,0.2597402597402597,0.08251366367587798,0.31767760515213017,2.786645659229212,0.42657923698425293
Nottingham Forest FC vs Liverpool FC,Nottingham Forest FC,Liverpool FC,2026-02-22 14:00:00+00:00,Draw,0.31109315156936646,4.1,0.24390243902439027,0.06719071254497619,0.2754819214344023,2.2216283986645347,0.509194016456604
Leeds United FC vs Manchester City FC,Leeds United FC,Manchester City FC,2026-02-28 17:30:00+00:00,Draw,0.2823346257209778,4.4,0.22727272727272727,0.05506189844825052,0.24227235317230233,1.7814143615610463,0.5675145983695984
Brentford FC vs Brighton & Hove Albion FC,Brentford FC,Brighton & Hove Albion FC,2026-02-21 15:00:00+00:00,Home Win,0.5788708329200745,2.12,0.4716981132075471,0.10717271971252734,0.22720616579055797,5.0715662006820965,0.5788708329200745
