match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Everton FC vs Chelsea FC,Everton FC,Chelsea FC,2026-03-21 17:30:00+00:00,Home Win,0.581375241279602,3.55,0.28169014084507044,0.2996851004345316,1.0638821065425872,10.43021673080968,0.581375241279602
Tottenham Hotspur FC vs Nottingham Forest FC,Tottenham Hotspur FC,Nottingham Forest FC,2026-03-22 14:15:00+00:00,Away Win,0.5848814845085144,3.25,0.3076923076923077,0.2771891768162067,0.9008648246526718,10.009609162807465,0.5848814845085144
Aston Villa FC vs West Ham United FC,Aston Villa FC,West Ham United FC,2026-03-22 14:15:00+00:00,Away Win,0.42657923698425293,4.0,0.25,0.17657923698425293,0.7063169479370117,5.885974566141764,0.42657923698425293
Leeds United FC vs Brentford FC,Leeds United FC,Brentford FC,2026-03-21 20:00:00+00:00,Away Win,0.5675145983695984,2.96,0.33783783783783783,0.22967676053176056,0.6798432111740111,8.671469530280755,0.5675145983695984
Brighton & Hove Albion FC vs Liverpool FC,Brighton & Hove Albion FC,Liverpool FC,2026-03-21 12:30:00+00:00,Away Win,0.599145770072937,2.24,0.4464285714285714,0.15271719864436561,0.342086524963379,6.896905745229414,0.599145770072937
Aston Villa FC vs West Ham United FC,Aston Villa FC,West Ham United FC,2026-03-22 14:15:00+00:00,Draw,0.3422539234161377,3.8,0.2631578947368421,0.0790960286792956,0.30056490898132315,2.683615258761814,0.42657923698425293
